code,name,cname,lower_name,code_full
GOJ,Gongju,公州市,gongju,KOR046GOJ
GSA,Geumsan County,锦山郡,geumsan county,KOR046GSA
GYE,Gyeryong,鸡龙市,gyeryong,KOR046GYE
HSE,Hongseong County,洪城郡,hongseong county,KOR046HSE
NSN,Nonsan,论山市,nonsan,KOR046NSN
SCE,Seocheon County,舒川郡,seocheon county,KOR046SCE
SSA,Seosan,瑞山市,seosan,KOR046SSA
TAN,Taean County,泰安郡,taean county,KOR046TAN
TJI,Dangjin County,唐津郡,dangjin county,KOR046TJI
YGI,Yeongi County,燕岐郡,yeongi county,KOR046YGI
YOS,Yesan County,礼山郡,yesan county,KOR046YOS
GCG,Gochang County,高敞郡,gochang county,KOR047GCG
GJE,Gimje,金堤市,gimje,KOR047GJE
IKS,Iksan,益山市,iksan,KOR047IKS
ISL,Imsil County,任实郡,imsil county,KOR047ISL
JAN,Jinan County,鎭安郡,jinan county,KOR047JAN
JEO,Jeongeup,井邑市,jeongeup,KOR047JEO
JNJ,Jeonju,全州市,jeonju,KOR047JNJ
JSU,Jangsu County,长水郡,jangsu county,KOR047JSU
KUV,Gunsan,群山市,gunsan,KOR047KUV
MJU,Muju County,茂朱郡,muju county,KOR047MJU
NWN,Namwon,南原市,namwon,KOR047NWN
PUS,Buan County,扶安郡,buan county,KOR047PUS
SCG,Sunchang County,淳昌郡,sunchang county,KOR047SCG
WAJ,Wanju County,完州郡,wanju county,KOR047WAJ
BSG,Boseong County,宝城郡,boseong county,KOR048BSG
DYA,Damyang County,潭阳郡,damyang county,KOR048DYA
GHG,Goheung County,高兴郡,goheung county,KOR048GHG
GJN,Gangjin County,康津郡,gangjin county,KOR048GJN
GRE,Gurye County,求礼郡,gurye county,KOR048GRE
GSE,Gokseong County,谷城郡,gokseong county,KOR048GSE
HAE,Haenam County,海南郡,haenam county,KOR048HAE
HPG,Hampyeong County,咸平郡,hampyeong county,KOR048HPG
HSN,Hwasun County,和顺郡,hwasun county,KOR048HSN
JDO,Jindo County,珍岛郡,jindo county,KOR048JDO
JHG,Jangheung County,长兴郡,jangheung county,KOR048JHG
JSN,Jangseong County,长城郡,jangseong county,KOR048JSN
KAN,Gwangyang,光阳市,gwangyang,KOR048KAN
MAN,Muan County,务安郡,muan county,KOR048MAN
MOK,Mokpo,木浦市,mokpo,KOR048MOK
NJU,Naju,罗州市,naju,KOR048NJU
SAN,Sinan County,新安郡,sinan county,KOR048SAN
SYS,Suncheon,顺天市,suncheon,KOR048SYS
WND,Wando County,莞岛郡,wando county,KOR048WND
YAM,Yeongam County,灵岩郡,yeongam county,KOR048YAM
YGG,Yeonggwang County,灵光郡,yeonggwang county,KOR048YGG
YOS,Yeosu,丽水市,yeosu,KOR048YOS
ANY,Anyang,安养市,anyang,KOR049ANY
ASG,Anseong,安城市,anseong,KOR049ASG
ASN,Ansan,安山市,ansan,KOR049ASN
BCN,Bucheon,富川市,bucheon,KOR049BCN
DDC,Dongducheon,东豆川市,dongducheon,KOR049DDC
GCN,Gwacheon,果川市,gwacheon,KOR049GCN
GMG,Gwangmyeong,光明市,gwangmyeong,KOR049GMG
GMP,Gimpo,金浦市,gimpo,KOR049GMP
GPG,Gapyeong County,加平郡,gapyeong county,KOR049GPG
GRI,Guri,九里市,guri,KOR049GRI
GUN,Gunpo,军浦市,gunpo,KOR049GUN
GYG,Goyang,高阳市,goyang,KOR049GYG
HCH,Hwaseong,华城市,hwaseong,KOR049HCH
HNM,Hanam,河南市,hanam,KOR049HNM
ICE,Icheon,利川市,icheon,KOR049ICE
KWU,Gwangju,广州市,gwangju,KOR049KWU
NYU,Namyangju,南杨州市,namyangju,KOR049NYU
OSN,Osan,乌山市,osan,KOR049OSN
PJU,Paju,坡州市,paju,KOR049PJU
POC,Pocheon,抱川市,pocheon,KOR049POC
PTK,Pyeongtaek,平泽市,pyeongtaek,KOR049PTK
SEO,Seongnam,城南市,seongnam,KOR049SEO
SHE,Siheung,始兴市,siheung,KOR049SHE
SUO,Suwon,水原市,suwon,KOR049SUO
UIJ,Uijeongbu,议政府市,uijeongbu,KOR049UIJ
UWN,Uiwang,仪旺市,uiwang,KOR049UWN
YCN,Yeoncheon County,涟川郡,yeoncheon county,KOR049YCN
YJU,Yeoju County,骊州郡,yeoju county,KOR049YJU
YNG,Yongin,龙仁市,yongin,KOR049YNG
YPG,Yangpyeong County,扬平郡,yangpyeong county,KOR049YPG
YYU,Yangju,杨州市,yangju,KOR049YYU
AT,Attapu,阿速坡,attapu,LAO0000AT
BK,Bokeo,博乔,bokeo,LAO0000BK
BL,Bolikhamxai,波里坎赛,bolikhamxai,LAO0000BL
CH,Champasak,占巴塞,champasak,LAO0000CH
HO,Houaphan,华潘,houaphan,LAO0000HO
KH,Khammouan,甘蒙,khammouan,LAO0000KH
LM,Louang Namtha,琅南塔,louang namtha,LAO0000LM
LP,Louangphrabang,琅勃拉邦,louangphrabang,LAO0000LP
OU,Oudomxai,乌多姆赛,oudomxai,LAO0000OU
PH,Phongsali,丰沙里,phongsali,LAO0000PH
SL,Saravan,沙拉湾,saravan,LAO0000SL
SV,Savannakhet,沙湾拿吉,savannakhet,LAO0000SV
VI,Vientiane,万象,vientiane,LAO0000VI
XA,Xaignabouri,沙耶武里,xaignabouri,LAO0000XA
XE,Xekong,色贡,xekong,LAO0000XE
XI,Xiangkhoang,川圹,xiangkhoang,LAO0000XI
XN,Xaisomboun,赛宋本行政特区,xaisomboun,LAO0000XN
AS,Northern,北部,northern,LBN0000AS
BA,Bayrut,贝鲁特,bayrut,LBN0000BA
BI,Al-Biqa,贝卡,al-biqa,LBN0000BI
JA,Debub,南部,debub,LBN0000JA
JL,Jabal Lubnan,黎巴嫩山,jabal lubnan,LBN0000JL
NA,An-Nabatiyah,奈拜提耶市,an-nabatiyah,LBN0000NA
BG,Bong,邦,bong,LBR0000BG
BM,Bomi,博米,bomi,LBR0000BM
CM,Grand Cape Mount,大角山,grand cape mount,LBR0000CM
FT,Fish Town,菲什敦,fish town,LBR0000FT
GB,Grand Bassa,大巴萨,grand bassa,LBR0000GB
GG,Grand Gedeh,大吉德,grand gedeh,LBR0000GG
GK,Grand Kru,大克鲁,grand kru,LBR0000GK
LO,Lofa,洛法,lofa,LBR0000LO
MG,Margibi,马吉比,margibi,LBR0000MG
MO,Montserrado,蒙特塞拉多,montserrado,LBR0000MO
MY,Maryland,马里兰,maryland,LBR0000MY
NI,Nimba,宁巴,nimba,LBR0000NI
RG,River Gee,吉河,river gee,LBR0000RG
RI,River Cess,里弗塞斯,river cess,LBR0000RI
SI,Sinoe,锡诺,sinoe,LBR0000SI
BOP,Bopolu,博波卢,bopolu,LBR000BOP
GBA,Gbarpolu,巴波卢,gbarpolu,LBR000GBA
ADP,Anuradhapura,阿努拉德普勒,anuradhapura,LKA000ADP
AMP,Ampara,安帕赖,ampara,LKA000AMP
BAD,Badulla,巴杜勒,badulla,LKA000BAD
BTC,Batticaloa,拜蒂克洛,batticaloa,LKA000BTC
CMB,Colombo,科伦坡,colombo,LKA000CMB
GAL,Galle,加勒,galle,LKA000GAL
GAM,Gampaha,加姆珀哈,gampaha,LKA000GAM
HBA,Hambantota,汉班托特,hambantota,LKA000HBA
JAF,Jaffna,贾夫纳,jaffna,LKA000JAF
KAN,Kandy,康提,kandy,LKA000KAN
KEG,Kegalle,凯格勒,kegalle,LKA000KEG
KIL,Kilinochchi,基里诺奇,kilinochchi,LKA000KIL
KLT,Kalutara,卡卢特勒,kalutara,LKA000KLT
KUR,Kurunegala,库鲁内格勒,kurunegala,LKA000KUR
MAA,Matara,马特勒,matara,LKA000MAA
MAN,Mannar,马纳尔,mannar,LKA000MAN
MAT,Matale,马特莱,matale,LKA000MAT
MON,Monaragala,莫讷勒格勒,monaragala,LKA000MON
MUL,Mullathivu,穆莱蒂武,mullathivu,LKA000MUL
NUE,Nuwara Eliya,努沃勒埃利耶,nuwara eliya,LKA000NUE
POL,Polonnaruwa,波隆纳鲁沃,polonnaruwa,LKA000POL
PUT,Puttalam,普塔勒姆,puttalam,LKA000PUT
RAT,Ratnapura,拉特纳普勒,ratnapura,LKA000RAT
TRR,Trincomalee,亭可马里,trincomalee,LKA000TRR
VAV,Vavuniya,瓦武尼亚,vavuniya,LKA000VAV
A,Maseru,马塞卢,maseru,LSO00000A
B,Butha-Buthe,布塔布泰,butha-buthe,LSO00000B
C,Leribe,莱里贝,leribe,LSO00000C
D,Berea,伯里亚,berea,LSO00000D
E,Mafeteng,马费滕,mafeteng,LSO00000E
F,Mohales Hoek,莫哈莱斯胡克,mohales hoek,LSO00000F
G,Quthing,古廷,quthing,LSO00000G
H,Qachas Nek,加查斯内克,qachas nek,LSO00000H
J,Mokhotlong,莫霍特隆,mokhotlong,LSO00000J
K,Thaba-Tseka,塔巴采卡,thaba-tseka,LSO00000K
AL,Alytus,阿利图斯,alytus,LTU0000AL
KA,Kaunas,考纳斯,kaunas,LTU0000KA
KL,Klaipeda,克莱佩达,klaipeda,LTU0000KL
MA,Marijampole,马里扬泊列,marijampole,LTU0000MA
PA,Panevezys,帕涅韦日斯,panevezys,LTU0000PA
SI,Siauliai,希奥利艾,siauliai,LTU0000SI
TA,Taurages,陶拉格,taurages,LTU0000TA
TE,Telsiu,特尔希艾,telsiu,LTU0000TE
UT,Utenos,乌田纳,utenos,LTU0000UT
VI,Vilnius,维尔纽斯,vilnius,LTU0000VI
AKM,Akmenes,亚克曼,akmenes,LTU000AKM
DD,Diekirch,迪基希,diekirch,LUX0000DD
GG,Grevenmacher,格雷文马赫,grevenmacher,LUX0000GG
LL,Luxembourg,卢森堡,luxembourg,LUX0000LL
AIZ,Aizkraukles,爱兹克劳克雷,aizkraukles,LVA000AIZ
ALU,Aluksnes,阿卢克斯内,aluksnes,LVA000ALU
BAL,Balvu,巴尔维,balvu,LVA000BAL
BAU,Bauskas,包斯卡,bauskas,LVA000BAU
CES,Cesu,采西斯,cesu,LVA000CES
DGR,Daugavpils,陶格夫皮尔斯,daugavpils,LVA000DGR
DOB,Dobeles,多贝莱,dobeles,LVA000DOB
GUL,Gulbenes,古尔贝内,gulbenes,LVA000GUL
JEK,Jekabpils,杰卡布皮尔斯,jekabpils,LVA000JEK
JGR,Jelgavas,叶尔加瓦,jelgavas,LVA000JGR
KRA,Kraslavas,克拉斯拉瓦,kraslavas,LVA000KRA
KUL,Kuldigas,库尔迪加,kuldigas,LVA000KUL
LIM,Limbazu,林巴济,limbazu,LVA000LIM
LPK,Liepajas,利耶帕亚,liepajas,LVA000LPK
LUD,Ludzas,卢扎,ludzas,LVA000LUD
MAD,Madonas,马多纳,madonas,LVA000MAD
OGR,Ogres,奥格雷,ogres,LVA000OGR
PRE,Preilu,普雷利,preilu,LVA000PRE
RGA,Rigas,里加,rigas,LVA000RGA
RZR,Rezeknes,雷泽克内,rezeknes,LVA000RZR
SAL,Saldus,萨尔杜斯,saldus,LVA000SAL
TAL,Talsu,塔尔西,talsu,LVA000TAL
TUK,Tukuma,图库马,tukuma,LVA000TUK
VLK,Valga,瓦尔加,valga,LVA000VLK
VLM,Valmieras,瓦尔米耶拉,valmieras,LVA000VLM
VSL,Ventspils,文茨皮尔斯,ventspils,LVA000VSL
CBL,Casablanca,卡萨布兰卡,casablanca,MAR000CBL
FES,Fes,非斯,fes,MAR000FES
MKN,Meknes,梅克内斯,meknes,MAR000MKN
MRK,Marrakech,马拉喀什,marrakech,MAR000MRK
OUJ,Oujda,乌季达,oujda,MAR000OUJ
RSA,Rabat,拉巴特,rabat,MAR000RSA
TET,Tetouan,得土安,tetouan,MAR000TET
TGR,Tangier,丹吉尔,tangier,MAR000TGR
WSH,Western Sahara,西撒哈拉,western sahara,MAR000WSH
AN,Antananarivo,塔那那利佛,antananarivo,MDG0000AN
AS,Antsiranana,安齐拉纳纳,antsiranana,MDG0000AS
FN,Fianarantsoa,菲亚纳兰楚阿,fianarantsoa,MDG0000FN
MJ,Mahajanga,马哈赞加,mahajanga,MDG0000MJ
TL,Toliary,图利亚拉,toliary,MDG0000TL
TM,Toamasina,图阿马西拉,toamasina,MDG0000TM
AAD,North Ari Atoll,北阿里,north ari atoll,MDV000AAD
AAU,South Ari Atoll,南阿里,south ari atoll,MDV000AAU
ADD,Addu Atoll,阿杜,addu atoll,MDV000ADD
FAA,Faadhippolhu,法迪福卢,faadhippolhu,MDV000FAA
FEA,Felidhu Atoll,费利杜,felidhu atoll,MDV000FEA
FMU,Foammulah,福阿穆拉库,foammulah,MDV000FMU
HAD,North Huvadhu Atoll,北苏瓦迪瓦,north huvadhu atoll,MDV000HAD
HAU,South Huvadhu Atoll,南苏瓦迪瓦,south huvadhu atoll,MDV000HAU
HDH,Hadhdhunmathi,哈杜马蒂,hadhdhunmathi,MDV000HDH
KLH,Kolhumadulu,科卢马杜卢,kolhumadulu,MDV000KLH
MAA,Male Atoll,马累岛,male atoll,MDV000MAA
MAD,North Maalhosmadhulu,北马洛斯马杜卢,north maalhosmadhulu,MDV000MAD
MAL,Male,马累,male,MDV000MAL
MAU,South Maalhosmadulu,南马洛斯马杜卢,south maalhosmadulu,MDV000MAU
MLD,North Miladhunmadhulu,北米拉杜马杜卢,north miladhunmadhulu,MDV000MLD
MLU,South Miladhunmadhulu,南米拉杜马杜卢,south miladhunmadhulu,MDV000MLU
MUA,Mulakatholhu,穆拉库,mulakatholhu,MDV000MUA
NAD,North Nilandhe Atoll,北尼兰杜,north nilandhe atoll,MDV000NAD
NAU,South Nilandhe Atoll,南尼兰杜,south nilandhe atoll,MDV000NAU
THD,North Thiladhunmathi,北蒂拉杜马蒂,north thiladhunmathi,MDV000THD
THU,South Thiladhunmathi,南蒂拉杜马蒂,south thiladhunmathi,MDV000THU
ACA,Acapulco,阿卡普尔科,acapulco,MEX000ACA
AGU,Aguascalientes,阿瓜斯卡连斯特,aguascalientes,MEX000AGU
BJU,Benito Juare,华雷斯港,benito juare,MEX000BJU
CAM,Campeche,埃佩切,campeche,MEX000CAM
CAR,Carmen,卡门,carmen,MEX000CAR
CHH,Chihuahua,奇瓦瓦,chihuahua,MEX000CHH
CHI,Chilpancingo,奇尔潘辛戈,chilpancingo,MEX000CHI
CLY,Celaya,塞拉亚,celaya,MEX000CLY
COA,Coatzacoalcos,夸察夸拉克斯,coatzacoalcos,MEX000COA
COL,Colima,科利马,colima,MEX000COL
CTM,Cheturnal,切图马尔,cheturnal,MEX000CTM
CUL,Culiacan,库利阿坎,culiacan,MEX000CUL
CVC,Cuernavaca,库埃纳瓦卡,cuernavaca,MEX000CVC
DUR,Durango,杜兰戈,durango,MEX000DUR
ESE,Ensenada,恩塞纳达,ensenada,MEX000ESE
GDL,Guadalajara,瓜达拉哈拉,guadalajara,MEX000GDL
GUA,Guanajuato,瓜纳华托,guanajuato,MEX000GUA
HMO,Hermosillo,埃莫西约,hermosillo,MEX000HMO
IRP,Irapuato,伊拉普阿托,irapuato,MEX000IRP
JAL,Jalapa,哈拉帕,jalapa,MEX000JAL
JUZ,Juarez,华雷斯,juarez,MEX000JUZ
LAP,La Paz,拉巴斯,la paz,MEX000LAP
LEN,Leon,莱昂,leon,MEX000LEN
LMM,Los Mochis,洛斯莫奇斯,los mochis,MEX000LMM
LOV,Monclova,蒙克洛瓦,monclova,MEX000LOV
MAM,Matamoros,马塔莫罗斯,matamoros,MEX000MAM
MEX,Mexico City,墨西哥城,mexico city,MEX000MEX
MID,Merida,梅里达,merida,MEX000MID
MLM,Morelia,莫雷利亚,morelia,MEX000MLM
MTY,Monterrey,蒙特雷,monterrey,MEX000MTY
MXL,Mexicali,墨西卡利,mexicali,MEX000MXL
MZT,Mazatlan,马萨特兰,mazatlan,MEX000MZT
NLE,Nuevo Laredo,新拉雷多,nuevo laredo,MEX000NLE
NOG,Nogales,诺加莱斯,nogales,MEX000NOG
OAX,Oaxaca,瓦哈卡,oaxaca,MEX000OAX
OBR,Obregon,奥夫雷贡城,obregon,MEX000OBR
ORI,Orizaba,奥里萨巴,orizaba,MEX000ORI
PAC,Pachuca,帕丘卡,pachuca,MEX000PAC
PRH,Poza Rica de Hidalgo,波萨里卡,poza rica de hidalgo,MEX000PRH
PUE,Puebla,普埃布拉,puebla,MEX000PUE
PVR,Puerto Vallarta,巴亚尔塔港,puerto vallarta,MEX000PVR
QUE,Queretaro,克雷塔罗,queretaro,MEX000QUE
REX,Reynosa,雷诺萨,reynosa,MEX000REX
SLP,San Luis Potosi,圣路易斯波托亚,san luis potosi,MEX000SLP
SLW,Saltillo,萨尔蒂约,saltillo,MEX000SLW
TAM,Tampico,坦皮科,tampico,MEX000TAM
TAP,Tapachula,塔帕丘拉,tapachula,MEX000TAP
TCN,Tehuacan,特瓦坎,tehuacan,MEX000TCN
TGZ,Tuxtla Gutierrez,图斯特拉-古铁雷斯,tuxtla gutierrez,MEX000TGZ
TIJ,Tijuana,蒂华纳,tijuana,MEX000TIJ
TLA,Tlaxcala,特拉斯卡拉,tlaxcala,MEX000TLA
TLC,Toluca,托卢卡,toluca,MEX000TLC
TPQ,Tepic,特皮克,tepic,MEX000TPQ
TRC,Torreon,托雷翁,torreon,MEX000TRC
UPN,Uruapan,乌鲁阿潘,uruapan,MEX000UPN
VER,Veracruz,韦拉克鲁斯,veracruz,MEX000VER
VHM,Valles,巴利城,valles,MEX000VHM
VIC,Victoria,维多利亚城,victoria,MEX000VIC
VSA,Villahermosa,比利亚埃尔莫萨,villahermosa,MEX000VSA
ZAC,Zacatecas,萨卡特卡斯,zacatecas,MEX000ZAC
CD,Bamako,巴马科首都区,bamako,MLI0000CD
GA,Gao,加奥,gao,MLI0000GA
KD,Kidal,基达尔,kidal,MLI0000KD
KL,Koulikoro,库利科罗,koulikoro,MLI0000KL
KY,Kayes,卡伊,kayes,MLI0000KY
MP,Mopti,莫普提,mopti,MLI0000MP
SG,Segou,塞古,segou,MLI0000SG
SK,Sikasso,锡卡索,sikasso,MLI0000SK
TB,Tombouctou,通布图,tombouctou,MLI0000TB
AY,Ayeyarwady,伊洛瓦底省,ayeyarwady,MMR0000AY
BG,Bago,勃固省,bago,MMR0000BG
CH,Chin,钦邦,chin,MMR0000CH
KC,Kachin,克钦邦,kachin,MMR0000KC
KH,Kayah,克耶邦,kayah,MMR0000KH
KN,Kayin,克伦邦,kayin,MMR0000KN
MD,Mandalay,曼德勒省,mandalay,MMR0000MD
MG,Magway,马圭省,magway,MMR0000MG
MN,Mon,孟邦,mon,MMR0000MN
RK,Rakhine,若开邦,rakhine,MMR0000RK
SG,Sagaing,实皆省,sagaing,MMR0000SG
SH,Shan,掸邦,shan,MMR0000SH
TN,Tanintharyi,德林达依省,tanintharyi,MMR0000TN
YG,Yangon,仰光省,yangon,MMR0000YG
1,Ulaanbaatar hot,乌兰巴托市,ulaanbaatar hot,MNG000001
35,Orhon,鄂尔浑,orhon,MNG000035
37,Darhan-Uul,达尔汗乌勒,darhan-uul,MNG000037
39,Hentiy,肯特,hentiy,MNG000039
41,Hovsgol,库苏古尔,hovsgol,MNG000041
43,Hovd,科布多,hovd,MNG000043
46,Uvs,乌布苏,uvs,MNG000046
47,Central,中央,central,MNG000047
49,Selenge,色楞格,selenge,MNG000049
51,Suhbaatar,苏赫巴托尔,suhbaatar,MNG000051
57,Dzavhan,扎布汗,dzavhan,MNG000057
59,Dundgovi,中戈壁,dundgovi,MNG000059
61,Dornod,东方,dornod,MNG000061
63,Dornogovi,东戈壁,dornogovi,MNG000063
64,Govisumber,戈壁苏木贝尔,govisumber,MNG000064
65,Govi-Altay,戈壁阿尔泰,govi-altay,MNG000065
67,Bulgan,布尔干,bulgan,MNG000067
69,Bayanhongor,巴彦洪格尔,bayanhongor,MNG000069
71,Bayan-Ulgiy,巴彦乌勒盖,bayan-ulgiy,MNG000071
73,Arhangay,后杭爱,arhangay,MNG000073
UMN,Umnogovi,南戈壁,umnogovi,MNG000UMN
UVO,Uvorhangay,前杭爱,uvorhangay,MNG000UVO
AD,Adrar,阿德拉尔,adrar,MRT0000AD
AS,El-Acaba,阿萨巴,el-acaba,MRT0000AS
BR,Brakna,卜拉克纳,brakna,MRT0000BR
DN,Dakhlet Nouadhibou,努瓦迪布湾,dakhlet nouadhibou,MRT0000DN
GM,Guidimaka,吉迪马卡,guidimaka,MRT0000GM
GO,Gorgol,戈尔戈勒,gorgol,MRT0000GO
HC,Hodh ech-Chargui,西胡德,hodh ech-chargui,MRT0000HC
HG,Hodh el-Gharbi,东胡德,hodh el-gharbi,MRT0000HG
IN,Inchiri,因希里,inchiri,MRT0000IN
NO,Nouakchott,努瓦克肖特特区,nouakchott,MRT0000NO
TA,Tagant,塔甘特,tagant,MRT0000TA
TR,Trarza,特拉扎,trarza,MRT0000TR
TZ,Tiris Zemmour,提里斯-宰穆尔,tiris zemmour,MRT0000TZ
C,Central,中央区,central,MWI00000C
N,Northern,北部区,northern,MWI00000N
S,Southern,南部区,southern,MWI00000S
BAT,Batu Pahat,峇株巴辖,batu pahat,MYS0JHBAT
JHB,Johor Bahru,新山,johor bahru,MYS0JHJHB
KLA,Kluang,居銮,kluang,MYS0JHKLA
KTI,Kota Tinggi,哥打丁宜,kota tinggi,MYS0JHKTI
MEP,Mersing,丰盛港,mersing,MYS0JHMEP
MUA,Muar,麻坡,muar,MYS0JHMUA
POW,Pontian,笨珍,pontian,MYS0JHPOW
SGM,Segamat,昔加末,segamat,MYS0JHSGM
BLZ,Baling,华玲,baling,MYS0KDBLZ
BMA,Bandar Baharu,万拉峇鲁,bandar baharu,MYS0KDBMA
KLM,Kulim,居林,kulim,MYS0KDKLM
KMU,Kuala Muda,瓜拉姆达,kuala muda,MYS0KDKMU
KOR,Kota Setar,哥打士打,kota setar,MYS0KDKOR
KPA,Kubang Pasu,古邦巴素,kubang pasu,MYS0KDKPA
LGK,Langkawi,浮罗交怡,langkawi,MYS0KDLGK
PEN,Pendang,笨筒,pendang,MYS0KDPEN
PGT,Padang Terap,巴东得腊,padang terap,MYS0KDPGT
KUL,Kuala Lumpur,吉隆坡,kuala lumpur,MYS0KLKUL
BAC,Bachok,登卓,bachok,MYS0KNBAC
GMU,Gua Musang,话望生,gua musang,MYS0KNGMU
JEL,Jeli,日里,jeli,MYS0KNJEL
KBR,Kota Bharu,哥打巴鲁,kota bharu,MYS0KNKBR
KUG,Kuala Krai,瓜拉吉赖,kuala krai,MYS0KNKUG
MAC,Machang,马樟,machang,MYS0KNMAC
PMA,Pasir Mas,巴西马,pasir mas,MYS0KNPMA
PPU,Pasir Putih,巴西富地,pasir putih,MYS0KNPPU
TMR,Tanah Merah,丹那美拉,tanah merah,MYS0KNTMR
TUM,Tumpat,道北,tumpat,MYS0KNTUM
LBU,Labuan,纳闽,labuan,MYS0LBLBU
VIC,Victoria,维多利亚,victoria,MYS0LBVIC
AOG,Alor Gajah,亚罗牙也,alor gajah,MYS0MLAOG
JAS,Jasin,野新,jasin,MYS0MLJAS
MEL,Melaka,马六甲市,melaka,MYS0MLMEL
JEL,Jelebu,日叻务,jelebu,MYS0NSJEL
JEP,Jempol,仁保,jempol,MYS0NSJEP
KPI,Kuala Pilah,瓜拉庇劳,kuala pilah,MYS0NSKPI
PDI,Port Dickson,波德申,port dickson,MYS0NSPDI
REM,Rembau,林茂,rembau,MYS0NSREM
SRB,Seremban,芙蓉,seremban,MYS0NSSRB
TAI,Tampin,淡边,tampin,MYS0NSTAI
BEN,Bentong,文冬,bentong,MYS0PGBEN
BER,Bera,百乐,bera,MYS0PGBER
CAH,Cameron Highlands,金马仑高原,cameron highlands,MYS0PGCAH
JER,Jerantut,而连突,jerantut,MYS0PGJER
KUA,Kuantan,关丹,kuantan,MYS0PGKUA
KUL,Kuala Lipis,立卑,kuala lipis,MYS0PGKUL
MAR,Maran,马兰,maran,MYS0PGMAR
PEK,Pekan,北根,pekan,MYS0PGPEK
RAU,Raub,劳勿,raub,MYS0PGRAU
TEM,Temerloh,淡马鲁,temerloh,MYS0PGTEM
TOM,Rompin,云冰,rompin,MYS0PGTOM
BMJ,Bukit Mertajam,大山脚,bukit mertajam,MYS0PHBMJ
BWH,Beihai,北海,beihai,MYS0PHBWH
NTE,Nibong Tebal,高渊,nibong tebal,MYS0PHNTE
PEN,George Town,槟城,george town,MYS0PHPEN
BGA,Batu Gajah,华都牙也,batu gajah,MYS0PKBGA
IPH,Ipoh,怡保,ipoh,MYS0PKIPH
KAR,Kuala Kangsar,江沙,kuala kangsar,MYS0PKKAR
LUM,Lumut,紅土坎,lumut,MYS0PKLUM
SSP,Sungai Siput,和丰,sungai siput,MYS0PKSSP
TAM,Tanjung Malim,丹绒马,tanjung malim,MYS0PKTAM
TAS,Anshun,安顺,anshun,MYS0PKTAS
TPG,Taiping,太平,taiping,MYS0PKTPG
KGR,Kangar,加央,kangar,MYS0PSKGR
BEF,Beaufort,保佛,beaufort,MYS0SBBEF
BEL,Beluran,比鲁兰,beluran,MYS0SBBEL
BKI,Kota Kinabalu,哥打基纳巴鲁,kota kinabalu,MYS0SBBKI
KBD,Kota Belud,古打毛律,kota belud,MYS0SBKBD
KBT,Kinabatangan,京那巴登岸,kinabatangan,MYS0SBKBT
KEG,Keningau,根地咬,keningau,MYS0SBKEG
KMU,Kota Marudu,哥打马鲁都,kota marudu,MYS0SBKMU
KPU,Kuala Penyu,瓜拉班尤,kuala penyu,MYS0SBKPU
KUD,Kudat,古达,kudat,MYS0SBKUD
KUN,Kunak,古纳,kunak,MYS0SBKUN
LDU,Lahad Datu,拿笃,lahad datu,MYS0SBLDU
NAB,Nabawan,纳巴湾,nabawan,MYS0SBNAB
PAP,Papar,吧巴,papar,MYS0SBPAP
PIT,Pitas,必达士,pitas,MYS0SBPIT
PMP,Penampang,兵南邦,penampang,MYS0SBPMP
RNU,Ranau,兰脑,ranau,MYS0SBRNU
SDK,Sandakan,山打根,sandakan,MYS0SBSDK
SMM,Semporna,仙本那,semporna,MYS0SBSMM
SPT,Sipitang,西比陶,sipitang,MYS0SBSPT
TAB,Tambunan,担布南,tambunan,MYS0SBTAB
TAW,Tawau,斗湖,tawau,MYS0SBTAW
TEN,Tenom,丹南,tenom,MYS0SBTEN
TUR,Tuaran,斗亚兰,tuaran,MYS0SBTUR
GOM,Gombak,鹅麦,gombak,MYS0SLGOM
HUL,Hulu Langat,乌鲁冷岳,hulu langat,MYS0SLHUL
HUS,Hulu Selangor,乌鲁雪兰莪,hulu selangor,MYS0SLHUS
KLG,Kuala Langat,瓜拉冷岳,kuala langat,MYS0SLKLG
KSL,Kuala Selangor,瓜拉雪兰莪,kuala selangor,MYS0SLKSL
PJA,Petaling,八打灵,petaling,MYS0SLPJA
SBM,Sabak Bernam,沙白安南,sabak bernam,MYS0SLSBM
SEP,Sepang,雪邦,sepang,MYS0SLSEP
BTG,Betong,木中,betong,MYS0SRBTG
BTU,Bintulu,民都鲁,bintulu,MYS0SRBTU
KCH,Kuching,古晋,kuching,MYS0SRKCH
KPI,Kapit,加帛,kapit,MYS0SRKPI
LMN,Limbang,林梦,limbang,MYS0SRLMN
MKM,Mukah,木胶,mukah,MYS0SRMKM
MYY,Miri,美里,miri,MYS0SRMYY
SAM,Sri Aman,斯里阿曼,sri aman,MYS0SRSAM
SAR,Sarikei,泗里街,sarikei,MYS0SRSAR
SBW,Sibu,泗务,sibu,MYS0SRSBW
SMH,Samarahan,三马拉汉,samarahan,MYS0SRSMH
BES,Besut,勿述,besut,MYS0TRBES
DGN,Dungun,龙运,dungun,MYS0TRDGN
HUL,Hulu,乌鲁,hulu,MYS0TRHUL
KEM,Kemaman,甘马挽,kemaman,MYS0TRKEM
MAR,Marang,马江,marang,MYS0TRMAR
SET,Setiu,实兆,setiu,MYS0TRSET
TGG,Kuala Terengganu,瓜拉丁加奴,kuala terengganu,MYS0TRTGG
